"TORG","GROUP","PRIMARY"
"T150","DEMOCRATIC KAREN BUDDHIST ARMY",0
"T150","DEMOCRATIC KAREN BUDDHIST ASSOCIATION",0
"T150","DEMOCRATIC KAREN BUDDHIST ORGANIZATION",0
"T150","PROGRESSIVE BUDDHIST KAREN NATIONALS ORGANIZATION",0
"T151","DEV SOL",1
"T151","DEVRIMCI SOL",0
"T151","PEOPLES SALVATION PARTY-FRONT",0
"T152","SOLIDARITY WITH IMPRISONED MEMBERS OF ACTION DIRECTE (AD)",1
"T152","ACTION DIRECTE (GREECE)",0
"T152","DIRECT ACTION (GREECE)",0
"T153","DIVINE WRATH BRIGADES",1
"T153","KATAIB AL GHADAB AL ILAHI",0
"T153","KATA'IB AL GHADAB AL ILAHI",0
"T153","KATAIB AL-GHADAB AL-ILAHI",0
"T153","KATA'IB AL-GHADAB AL-ILAHI",0
"T154","EARTH LIBERATION FRONT (ELF)",1
"T154","EARTH LIBERATION FRONT",0
"T154","NORTH AMERICAN EARTH LIBERATION FRONT",0
"T155","EAST TURKISTAN LIBERATION ORGANIZATION",1
"T155","EAST TURKISTAN LIBERATION ORGANIZATION (ETLO)",0
"T155","EASTERN TURKISTAN LIBERATION ORGANIZATION",0
"T155","SHARQ AZAT TURKISTAN",0
"T156","EASTERN TURKISTAN ISLAMIC MOVEMENT (ETIM)",1
"T156","EASTERN TURKESTAN ISLAMIC MOVEMENT (ETIM)",0
"T156","EASTERN TURKESTAN ISLAMIC PARTY (ETIP)",0
"T156","EASTERN TURKISTAN ISLAMIC PARTY (ETIP)",0
"T156","ISLAMIC MOVEMENT OF EAST TURKESTAN",0
"T157","ECUADORIAN REBEL FORCE",1
"T157","FUERZA REBELDE",0
"T158","EGYPT'S REVOLUTION",1
"T158","EGYPTS NASSERIST REVOLUTION",0
"T158","EGYPT'S NASSERIST REVOLUTION",0
"T158","EGYPTS REVOLUTION",0
"T158","THAWRAT MISR",0
"T158","THAWRAT MISR AN NASSIRIYAH",0
"T159","AL-JIHAD",1
"T159","AL JIHAD",0
"T159","AL-JIHAD AL-ISLAM",0
"T159","AL-JIHAD AL-ISLAMI",0
"T159","EGYPTAIN ISLAMIC JIHAD (EIJ)",0
"T159","EGYPTIAN ISLAMIC JIHAD (EIJ)",0
"T159","EGYPTIAN ISLAMIC JIHAD MOVEMENT",0
"T159","EGYPTIAN ISLAMIC JIHAD MOVEMENT (EIJM)",0
"T159","JIHAD GROUP (EGYPT)",0
"T159","NEW JIHAD GROUP",0
"T159","QAEDA AL-JIHAD",0
"T159","TALAA'AL AL-FATEH",0
"T159","VANGUARDS OF CONQUEST",0
"T160","ENRAGED PROLETARIANS",1
"T161","ERITREAN LIBERATION FRONT",1
"T161","ERITREAN LIBERATION FRONT (ELF)",0
"T161","ERITREAN LIBERATION MOVEMENT (ELM)",0
"T162","ETHIOPIAN PEOPLE'S REVOLUTIONARY ARMY (EPRA)",1
"T162","ETHIOPIAN PEOPLES REVOLUTIONARY ARMY",0
"T162","ETHIOPIAN PEOPLE'S REVOLUTIONARY ARMY",0
"T163","EVA PERON ORGANIZATION",1
"T164","EVAN MECHAM ECO-TERRORIST INTERNATIONAL CONSPIRACY (EMETIC)",1
"T165","JEWISH FIGHTING ORGANIZATION (EYAL)",1
"T165","EYAL",0
"T165","EYAL (FIGHTING JEWISH ORGANIZATION)",0
"T165","FIGHTING JEWISH ORGANIZATION",0
"T165","IRGUN YEHUDI LOHEM",0
"T165","JEWISH FIGHTING ORGANIZATION",0
"T166","FARABUNDO MARTI NATIONAL LIBERATION FRONT (FMLN)",1
"T166","FRENTE FARABUNDO MARTÁ PARA LA LIBERACI¢N NACIONAL (FMLN)",0
"T166","FRENTE FARABUNDO MARTI DE LIBERACION NACIONAL-FRENTE DEMOCRATICO REVOLUCIONARIO (FMLN-FDR)",0
"T167","FATHERLAND AND LIBERTY NATIONALIST FRONT (FNPL - FRENTE NACIONALISTA PATRIA Y LIBERTAD FNPL)",1
"T167","FATHERLAND AND LIBERTY NATIONALIST FRONT",0
"T167","FATHERLAND AND LIBERTY NATIONALIST FRONT (FNPL)",0
"T167","FNPL",0
"T167","FRENTE NACIONALISTA PATRIA Y LIBERTAD",0
"T167","FRENTE NACIONALISTA PATRIA Y LIBERTAD (FNPL)",0
"T168","FEBRUARY 28 POPULAR LEAGUES",1
"T168","28 FEBRUARY PEOPLES LEAGUE",0
"T168","28 FEBRUARY PEOPLE'S LEAGUE",0
"T168","LIGAS POPULARES 28 DE FEBRERO (LP-28)",0
"T169","FIGHTERS FOR FREEDOM",1
"T170","FIGHTING ECOLOGIST MOVEMENT",1
"T170","ECOLOGIST FIGHTING MOVEMENT",0
"T171","FIGHTING GUERRILLAS OF MAY",1
"T171","FIGHTING GUERILLAS OF MAY",0
"T172","FIRES OF HELL",1
"T173","FIRST OF OCTOBER ANTIFASCIST RESISTANCE GROUP (GRAPO)",1
"T173","FIRST OF OCTOBER ANTIFASCIST RESISTANCE GROUP",0
"T173","GRUPO DE RESISTENCIA ANTI-FASCISTA PRIMERO DE OCTUBRE (GRAPO)",0
"T174","CCCCC",1
"T174","CELL AGAINST CAPITAL'S JAIL AND ITS JAILERS AND CELLS",0
"T174","CELL AGAINST THE CAPITAL, JAILS, PRISONERS, AND CELLS",0
"T174","CELLULA CONTRO CAPITALE CARCERE E I SUOI CARCERIERI E LE SUE CELLE",0
"T174","CELLULE CONTRO IL CAPITALE, IL CARCERE, I CARCERIERI, LE CELLE",0
"T174","CINQUE C",0
"T174","FIVE CS",0
"T174","FIVE C'S",0
"T175","FOR A REVOLUTIONARY PERSPECTIVE",1
"T176","FOURTH REICH SKINHEADS",1
"T177","FRANCS TIREURS (MAVERICKS)",1
"T177","FRANCS TIEURS (MAVERICKS)",0
"T177","FRANCS TIREURS",0
"T177","FRANCS TIREURS ET PARTISANS DE MARSEILLE",0
"T177","FRANCS TIREURS PARTISANS",0
"T177","FRANCS TIREURS PARTISANS MANOUCHIAN",0
"T177","FRANCS-TIREURS PARTISANS",0
"T177","FRANCS-TIREURS PARTISANS MANOUCHIAN",0
"T178","FREE ACEH MOVEMENT (GAM)",1
"T178","ACEH SECURITY DISTURBANCE MOVEMENT",0
"T178","FREE ACEH MOVEMENT",0
"T178","FREE ACEH MOVEMENT GOVERNMENT COUNCIL (MP-GAM)",0
"T178","GERAKAN ACEH MERDEKA",0
"T178","GERAKAN ACEH MERDEKA (GAM)",0
"T178","GERAKIN ACEH MERDEKA (GAM)",0
"T179","FREE SOUTH MOLUCCAN YOUTH'S",1
"T179","FREE SOUTH MOLUCCAN YOUTHS",0
"T180","FREE VIETNAM REVOLUTIONARY GROUP",1
"T181","FREEDOM FOR MUMIA ABU-JAMAL",1
"T182","FRENTE DE LIBERACION NACIONAL DEL VIETNAM DEL SUR",1
"T183","FRIENDSHIP SOCIETY",1
"T183","PHILIKE HETAIRIA",0
"T183","PHILIKI ETERIA",0
"T184","ISLAMIC DEFENDERS' FRONT (FPI)",1
"T184","FRONT FOR DEFENDERS OF ISLAM",0
"T184","FRONT FOR DEFENDERS OF ISLAM (FPI)",0
"T184","FRONT PEMBELA ISLAM (FPI)",0
"T184","ISLAMIC DEFENDERS FRONT",0
"T185","FRONT FOR THE LIBERATION OF LEBANON FROM FOREIGNERS (FLLF)",1
"T185","FRONT FOR THE LIBERATION OF LEBANON FROM FOREIGNERS",0
"T186","FRONT FOR THE LIBERATION OF THE ENCLAVE OF CABINDA (FLEC)",1
"T186","FLEC/ORIGINAL",0
"T186","FRENTE DE LIBERACAO DO ENCLAVE DE CABINDA (FLEC)",0
"T186","FRENTE DE LIBERA‚ÌO DO ENCLAVE DE CABINDA (FLEC)",0
"T186","FRONT FOR THE LIBERATION OF THE CABINDA ENCLAVE",0
"T187","THE FRONT FOR THE LIBERATION OF THE CABINDA ENCLAVE - RENEWED (FLEC)",1
"T187","FLEC/R",0
"T187","FLEC/RENOVADA",0
"T187","FLEC-R",0
"T187","FLEC-RENEWED",0
"T187","FRENTE DA LIBERTA‚ÌO DO ENCLAVE DE CABINDA - RENOVADA",0
"T187","FRENTE DA LIBERTA‚ÌO DO ENCLAVE DE CABINDA-RENOVADA",0
"T187","FRENTE DE LIBERACO DO ENCLAVE DE CABINDA-RENOVADA (FLEC-R)",0
"T187","FRONT FOR THE LIBERATION OF THE CABINDA ENCLAVE - RENEWED",0
"T187","FRONT FOR THE LIBERATION OF THE CABINDA ENCLAVE-RENEWED",0
"T187","FRONT FOR THE LIBERATION OF THE ENCLAVE OF CABINDA - RENEWED",0
"T187","FRONT FOR THE LIBERATION OF THE ENCLAVE OF CABINDA-RENEWED",0
"T187","THE FRONT FOR THE LIBERATION OF THE CABINDA ENCLAVE - RENEWED (FLEC)",0
"T188","CORSICAN NATIONAL LIBERATION FRONT (FLNC)",1
"T188","FRONT DE LIBERATION NATIONALE DE LA CORSE",0
"T188","FRONT DE LIBERATION NATIONALE DE LA CORSE (FLNC)",0
"T188","FRONTE DI LIBERAZIONE NAZIUNALE DI A CORSICA",0
"T188","FRONTE DI LIBERAZIONE NAZIUNALE DI A CORSICA (FLNC)",0
"T188","NATIONAL LIBERATION FRONT OF CORSICA",0
"T189","GAZTERIAK",1
"T189","YOUTH",0
"T190","GLOBAL INTIFADA",1
"T191","GRACCHUS BABEUF",1
"T192","GREEK BULGARIAN ARMENIAN FRONT",1
"T193","GROUP BAKUNIN GDANSK PARIS GUATEMALA SALVADOR",1
"T193","GBGPSG",0
"T193","GROUP BAKOUNINE GDANSK PARIS GUATEMALA SALVADOR",0
"T193","GROUP BAKUNIN GDANSK PARIS GUATEMALA SALVADOR (GBGPSG)",0
"T194","GROUP OF CARLO GIULIANI",1
"T195","GRUPO DE COMBATIENTES POPULARES",1
"T195","GROUP OF PEOPLE'S FIGHTERS",0
"T195","GROUP OF PEOPLE'S FIGHTERS (GCP)",0
"T195","GROUP OF POPULAR COMBATANTS",0
"T195","GROUP OF POPULAR COMBATANTS (GCP)",0
"T195","GROUP OF POPULAR COMBATANTS (GPC)",0
"T195","PEOPLE'S COMBATANT GROUP",0
"T195","PEOPLE'S COMBATANTSÕ GROUP (GRUPO DE COMBATIENTES POPULARES - GCP)",0
"T196","GUADELOUPE LIBERATION ARMY",1
"T197","GUATEMALAN LABOR PARTY",1
"T197","GUATEMALAN LABOR PARTY (PGT)",0
"T197","PARTIDO GUATEMALTECO DEL TRABAJO",0
"T197","PARTIDO GUATEMALTECO DEL TRABAJO (PGT)",0
"T198","GUATEMALAN NATIONAL REVOLUTIONARY UNITY (URNG)",1
"T198","UNIDAD REVOLUCIONARIA NACIONAL GAUTEMALTECA",0
"T199","GUERRILLA ARMY OF THE POOR (EGP)",1
"T199","EJERCITO GUERRILLERO DE LOS POBRES (EGP)",0
"T199","PEOPLE'S GUERRILLA ARMY",0
"T200","EJERCITO REVOLUCIONARIO GUEVARISTA (GUEVARIST REVOLUTIONARY ARMY)",1
"T200","EJERCITO REVOLUCIONARIO GUEVARISTA",0
"T200","EJERCITO REVOLUCIONARIO GUEVARISTA (ERG)",0
"T200","GUEVARISTA REVOLUTIONARY ARMY (ERG)",0
"T200","PRO-GUEVARA REVOLUTIONARY GROUP",0
"T201","HAMAS (ISLAMIC RESISTANCE MOVEMENT)",1
"T201","HAMAS",0
"T201","HARAKAT AL-MUQAWAMMAH AL-ISLAMMIYYA",0
"T201","HARAKAT AL-MUQAWARNA AL-ISLAMIYYA",0
"T201","ISLAMIC RESISTANCE MOVEMENT",0
"T202","HAMMERSKIN NATION",1
"T203","HARAKAT AL-SHUHADA'A AL-ISLAMIYAH",1
"T203","HARAKAT AL SHUHADAA AL ISLAMIYAH",0
"T203","HARAKAT AL-SHUHADAA AL-ISLAMIYAH",0
"T203","ISLAMIC MARTYRS MOVEMENT",0
"T203","ISLAMIC MOVEMENT OF MARTYRS",0
"T204","HARKATUL JIHAD-E-ISLAMI",1
"T204","HARAKAT UL-JIHAD-I-ISLAMI (HUJI)",0
"T204","HARAKAT UL-JIHAD-I-ISLAMI/BANGLADESH (HUJIB)",0
"T204","HARAKAT UL-JIHAD-I-ISLAMI/BANGLADESH (HUJI-B)",0
"T204","HARKATUL JIHAD E ISLAMI",0
"T204","HARKATUL JIHAD E-ISLAMI",0
"T204","HARKAT-UL-JEHAD",0
"T204","HARKAT-UL-JEHAD-E-ISLAMI",0
"T204","HUJIB",0
"T204","HUJI-B",0
"T204","MOVEMENT OF ISLAMIC HOLY WAR",0
"T204","MOVEMENT OF ISLAMIC HOLY WAR (BANGLADESH)",0
"T205","14 MARCH COALITION",1
"T206","HARAKAT UL-MUJAHIDIN (HUM)",1
"T206","HARAKAT UL-MUDJAHIDIN",0
"T206","HARAKAT UL-MUDJAHIDIN (HUM)",0
"T206","HARKAT MUJAHIDEEN",0
"T206","HARKATUL MOJAHEDIN",0
"T206","ISLAMIC FREEDOM FIGHTERS' GROUP",0
"T206","JAMIAT-UL-ANSAR",0
"T207","HAWKS OF THRACE",1
"T207","HAWKS OF THRACE (HOT)",0
"T208","HIZBALLAH",1
"T208","HEZBALLAH",0
"T208","HEZBOLLAH",0
"T208","HIZBOLLAH",0
"T208","ISLAMIC JIHAD",0
"T208","ISLAMIC JIHAD FOR THE LIBERATION OF PALESTINE",0
"T208","ORGANIZATION OF THE OPPRESSED ON EARTH",0
"T208","PARTY OF GOD",0
"T208","REVOLUTIONARY JUSTICE ORGANIZATION",0
"T208","THE ISLAMIC RESISTANCE",0
"T209","HIKMATUL ZIHAD",1
"T209","HIKMAT UL JIHAD",0
"T209","HIKMAT UL ZIHAD",0
"T209","HIKMAT UL-JIHAD",0
"T209","HIKMAT UL-ZIHAD",0
"T209","HIKMAT-UL-JIHAD",0
"T209","HIKMAT-UL-ZIHAD",0
"T209","WISDOM OF JIHAD",0
"T210","HINDU SENA RASHTRIYA SANGH PARTY",1
"T210","HINDU NATIONAL UNION ARMY",0
"T211","HISBA",1
"T212","HIZB-I-ISLAMI",1
"T212","HEZB-I-ISLAMI",0
"T212","HEZB-UL ISLAM",0
"T212","HISB AL-ISLAM",0
"T212","HISBI ISLAM",0
"T212","HIZB-E-ISLAMI",0
"T212","HIZBUL ISLAAMI",0
"T212","HIZBUL ISLAM",0
"T212","HIZBUL-I-ISLAMI",0
"T212","ISLAMIC PARTY",0
"T213","HIZBUL MUJAHIDEEN (HM)",1
"T213","HIZB UL-MUJAHIDIN",0
"T213","HIZBAL MUJAHIDEEN (HM)",0
"T213","HM OF THE JAMAAT-E-ISLAMI",0
"T214","PEOPLE'S DEFENSE FORCES (HPG)",1
"T214","HæZæN PARASTINA GEL",0
"T214","HEZEN PARASTINA GEL (HPG)",0
"T214","HæZæN PARASTINA GEL (HPG)",0
"T214","PEOPLES DEFENCE FORCES",0
"T214","PEOPLES DEFENCE FORCES (HPG)",0
"T214","PEOPLES DEFENSE FORCES",0
"T214","PEOPLE'S DEFENSE FORCES",0
"T214","PEOPLES DEFENSE FORCES (HPG)",0
"T215","INDEPENDENT ARMED REVOLUTIONARY MOVEMENT (MIRA)",1
"T215","MOVIMIENTO INDEPENDENTISTA REVOLUCIONARIO ARMADO (MIRA)",0
"T216","INDIGENOUS PEOPLE'S FEDERAL ARMY (IPFA)",1
"T216","AD REV",0
"T216","INDIGENOUS FEDERAL STATE ARMY (IFSA)",0
"T217","INFORMAL ANARCHIST FEDERATION",1
"T217","FEDERAZIONE ANARCHIA INFORMALE (FAI)",0
"T217","UNOFFICIAL ANARCHIST FEDERATION",0
"T218","INTERNATIONAL COMMUNIST GROUP",1
"T219","INTERNATIONAL REVOLUTIONARY ACTION GROUP (GARI)",1
"T219","GROUPES D'ACTION RâVOLUTIONNAIRE INTERNATIONALISTE",0
"T220","INTERNATIONAL SOLIDARITY",1
"T220","ARMED CELLS FOR INTERNATIONAL SOLIDARITY",0
"T220","SOLIDARIETA INTERNAZIONALE",0
"T221","IPARRETARRAK (IK)",1
"T222","IRAQI DEMOCRATIC FRONT",1
"T223","IRISH NATIONAL LIBERATION ARMY (INLA)",1
"T223","ARM SAOIRSE NAISIUNTA NA HEIREANN",0
"T223","ARM SAOIRSE NçISIòNTA NA HƒIREANN",0
"T223","PEOPLE'S REPUBLICAN ARMY (PRA)",0
"T224","IRISH REPUBLICAN ARMY (IRA)",1
"T224","PROVISIONAL IRISH REPUBLICAN ARMY (PIRA)",0
"T224","PROVOS",0
"T225","MOVEMENT OF ISLAMIC ACTION OF IRAQ",1
"T225","ISLAMIC ACTION IN IRAQ",0
"T225","ORGANIZATION OF ISLAMIC ACTION IN IRAQ",0
"T226","ISLAMIC ARMY IN IRAQ (AL-JAISH AL-ISLAMI FI AL-IRAQ)",1
"T226","AL-JAISH AL-ISLAMI FI AL-IRAQ",0
"T226","AL-JAYSH AL-ISLAMI FI IRAQ",0
"T226","ISLAMIC ARMY IN IRAQ",0
"T226","ISLAMIC ARMY IN IRAQ (IAI)",0
"T226","ISLAMIC ARMY OF IRAQ",0
"T226","ISLAMIC ARMY OF IRAQ (IAI)",0
"T226","REFORMATION AND JIHAD FRONT",0
"T227","GREAT EASTERN ISLAMIC RAIDERS FRONT (IBDA-C)",1
"T227","FRONT ISLAMIQUE DES COMBATTANTS DU GRAND ORIENT",0
"T227","ISLAMI BUYUK DOGU AKINCILAR CEPHESI (IBDA-C)",0
"T227","ISLAMIC GREAT EASTERN RAIDERS FRONT",0
"T227","ISLAMIC GREAT EASTERN RAIDER'S FRONT",0
"T228","ISLAMIC INTERNATIONAL PEACEKEEPING BRIGADE (IIPB)",1
"T228","INTERNATIONAL ISLAMIC BATTALION",0
"T228","INTERNATIONAL ISLAMIC BRIGADE",0
"T229","ISLAMIC JIHAD BRIGADES",1
"T229","ISLAMIC JIHAD BRIGADE",0
"T230","ISLAMIC JIHAD GROUP (IJG)",1
"T230","ISLAMIC JIHAD GROUP",0
"T230","ISLAMIC JIHAD GROUP (UZBEKISTAN)",0
"T230","ISLAMIC JIHAD GROUP (UZBEKISTAN) (JIG)",0
"T230","ISLAMIC JIHAD UNION (IJU)",0
"T230","JIHAD ISLAMIC GROUP",0
"T231","ISLAMIC MOVEMENT OF UZBEKISTAN (IMU)",1
"T231","ISLAMIC MOVEMENT OF UZBEKISTAN",0
"T231","ISLAMIC MOVEMENT OF UZBEKISTAN (IMU) OR (MIU)",0
"T231","ISLAMIC MOVEMENT OF UZBEKISTAN (MIU)",0
"T231","THE ISLAMIC MOVEMENT OF UZBEKISTAN",0
"T232","ISLAMIC RESISTANCE BRIGADES",1
"T233","ISLAMIC SALVATION FRONT",1
"T233","AL-JABHAH AL-ISLAMIYAH LIL-INQADH",0
"T233","ARMEE ISLAMIQUE DU SALUT (AIS)",0
"T233","ARMY OF ISLAMIC SALVATION",0
"T233","FRONT ISLAMIQUE DU SALUT",0
"T233","ISLAMIC SALVATION ARMY",0
"T233","ISLAMIC SALVATION FRONT (FIS)",0
"T234","ISLAMIC SHASHANTANTRA ANDOLON (ISA)",1
"T234","ISLAMI SHASHANTANTRA ANDOLAN (ISLAMIC CONSTITUTION MOVEMENT)",0
"T234","ISLAMI SHASHONTANTRA ANDOLAN",0
"T234","ISLAMIC CONSTITUTION MOVEMENT",0
"T234","ISLAMIC SHASHANTANTRA ANDOLON",0
"T235","JAIME BATEMAN CAYON GROUP (JBC)",1
"T236","JAISH-E-MOHAMMAD (JEM)",1
"T236","ARMY OF MOHAMMED",0
"T236","ARMY OF THE PROPHET",0
"T236","JAISH-E-MOHAMMAD MUJAHIDEEN E-TANZEEM",0
"T236","JAISH-E-MOHAMMED",0
"T236","JAISH-E-MUHAMMAD",0
"T236","JAISH-E-MUHAMMED",0
"T236","JAISH-I-MOHAMMED",0
"T236","JEISH MUHAMMAD",0
"T236","JEISH-E-MAHAMMED",0
"T236","MOHAMMED'S ARMY (KASHMIR)",0
"T236","TEHRIK UL-FURQAAN",0
"T237","JAYSH AL-MUSLIMIN (ARMY OF THE MUSLIMS)",1
"T237","JAISH-UL-MUSLIMIN",0
"T238","JAMIAT UL-MUJAHEDIN (JUM)",1
"T238","JAMIAT UL-MUJAHIDEEN (JUM)",0
"T238","JAMIAT-UL-MUJAHEDIN",0
"T238","JAMIAT-UL-MUJAHIDEEN",0
"T239","JAMMU AND KASHMIR ISLAMIC FRONT",1
"T239","JAMMU AND KASHMIR ISLAMIC FRONT (JKIF)",0
"T240","JANASHAKTI",1
"T240","COMMUNIST PARTY OF INDIA (MARXIST-LENINIST) JANASHAKTI",0
"T240","COMMUNIST PARTY OF INDIA, MARXIST-LENONIST CPI-ML (LIBERATION)",0
"T240","CPI(ML) JANASHAKTI",0
"T241","JAPANESE RED ARMY (JRA)",1
"T241","ANTI-IMPERIALIST INTERNATIONAL BRIGADE",0
"T241","ANTI-IMPERIALIST INTERNATIONAL BRIGADE (AIIB)",0
"T242","JEMAAH ISLAMIYA (JI)",1
"T242","JEMAAH ISLAMIAH",0
"T242","JEMAAH ISLAMIYA",0
"T243","JENIN MARTYRS BRIGADES",1
"T243","JENIN MARTYRÕS BRIGADE",0
"T243","JENIN MARTYRS' BRIGADE",0
"T243","JENIN MARTYR'S BRIGADE",0
"T244","JEWISH DEFENSE LEAGUE (JDL)",1
"T244","JEWISH DEFENSE LEAGUE",0
"T245","JULY 20TH BRIGADE",1
"T245",39649,0
"T245","20-Jul",0
"T245","BRIGATA XX LUGLIO",0
"T246","JUNE 16 ORGANIZATION",1
"T246","WARRIORS OF THE 16TH OF JUNE MOVEMENT",0
"T247","JUSTICE ARMY FOR DEFENSELESS PEOPLES",1
"T247","AVENGING ARMY OF DEFENSELESS PEOPLE",0
"T247","EJERCITO JUSTICIERO DEL PUEBLO INDEFENSO (EJPI)",0
"T247","JUSTICE ARMY FOR DEFENSELESS PEOPLE",0
"T247","JUSTICE ARMY OF DEFENSELESS PEOPLE (EJPI)",0
"T247","JUSTICE ARMY OF THE DEFENSELESS PEOPLE (EJPI)",0
"T248","JUSTICE COMMANDOS FOR THE ARMENIAN GENOCIDE",1
"T249","KACH",1
"T249","KAKH",0
"T250","KAHANE CHAI",1
"T250","KAHANE LIVES",0
"T251","REVOLUTIONARY WORKERS' COUNCIL (KAKUROKYO)",1
"T251","ASSOCIATION OF REVOLUTIONARY WORKERS",0
"T251","KAKUROKYO",0
"T251","KAKUROKYO-HA",0
"T251","REVOLUTIONARY WORKERS' COUNCIL",0
"T252","KAREN NATIONAL UNION",1
"T252","KAREN NATIONAL UNION (KNU)",0
"T252","KAREN NATIONAL UNION KNU",0
"T252","KAYIN NATIONAL UNION (KNU)",0
"T253","KENKOKU GIYUGUN CHOSEN SEIBATSUTAI",1
"T253","VOLUNTARY ARMY UNIT FOR SUPPRESSING KOREANS",0
"T254","KHAIBAR BRIGADES",1
"T255","KHMER ROUGE",1
"T255","KHMER COMMUNIST PARTY",0
"T255","PARTY OF DEMOCRATIC KAMPUCHEA",0
"T256","KHRISTOS KASIMIS REVOLUTIONARY GROUP FOR INTERNATIONAL SOLIDARITY",1
"T256","KHRISTOS KASIMIS",0
"T257","KNIGHTS OF THE TORCHED BANK",1
"T258","KOSOVO LIBERATION ARMY (KLA)",1
"T258","KOSOVO LIBERATION ARMY",0
"T258","KOSOVO PROTECTION CORPS",0
"T258","KOSOVO PROTECTION CORPS (KPC)",0
"T258","OSLOBODITELNA NARODNA ARMIJA",0
"T258","OSLOBODITELNA NARODNA ARMIJA - ONA",0
"T258","OSLOBODITELNA NARODNA ARMIJA (ONA)",0
"T258","TRUPAT E MBROJTJES SE KOSOVES",0
"T258","TRUPAT E MBROJTJES Sè KOSOVèS",0
"T258","USHTRIA CLIRIMTARE E KOSEVES",0
"T258","USHTRIA CLIRIMTARE E KOSEVES (UCK)",0
"T258","USHTRIA ‚LIRIMTARE è KOSOVèS",0
"T258","USHTRIA ‚LIRIMTARE è KOSOVèS (UCK)",0
"T258","USHTRIA ‚LIRIMTARE è KOSOVèS (U‚K)",0
"T259","KU KLUX KLAN",1
"T259","AMERICAN KNIGHTS OF THE KU KLUX KLAN",0
"T259","IMPERIAL KLANS OF AMERICA",0
"T259","KEYSTONE KLAN",0
"T259","KKK",0
"T259","KLU KLUX KLAN",0
"T259","KLU KLUX KLAN (KKK)",0
"T259","KNIGHTS OF THE WHITE KAMELIA",0
"T259","KU KLUX KLAN (KKK)",0
"T260","KUMPULAN MUJAHIDIN MALAYSIA (KMM)",1
"T260","KUMPULAN MUJAHIDIN MALAYSIA",0
"T261","KURDISH PATRIOTIC UNION",1
"T262","KURDISTAN FREEDOM HAWKS (TAK)",1
"T262","KURDISH VENGEANCE BRIGADE",0
"T262","KURDISTAN FREEDOM FALCONS",0
"T262","KURDISTAN FREEDOM FALCONS ORGANIZATION",0
"T262","KURDISTAN FREEDOM HAWKS",0
"T262","TEYRBAZEN AZADIYA KURDISTAN (TAK)",0
"T263","KURDISTAN WORKERS' PARTY (PKK)",1
"T263","ARGK",0
"T263","ARTESHEN RIZGARIYA GELLI KURDISTAN (ARGK)",0
"T263","KADEK",0
"T263","KONGRA GELE KURDISTAN",0
"T263","KONGRA-GEL (KGK)",0
"T263","KONGREYA AZADI U DEMOKRASIYA KURDISTAN",0
"T263","KURDISH WORKERS' PARTY (PKK)",0
"T263","KURDISTAN FREEDOM AND DEFENSE CONGRESS",0
"T263","KURDISTAN FREEDOM AND DEMOCRACY CONGRESS",0
"T263","KURDISTAN NATIONAL LIBERATION FRONT (ERNK)",0
"T263","KURDISTAN NATIONAL LIBERTY ARMY",0
"T263","KURDISTAN PEOPLE'S CONFERENCE",0
"T263","KURDISTAN WORKERS PARTY",0
"T263","KURDISTAN WORKERS' PARTY",0
"T263","KURDISTAN WORKER'S PARTY",0
"T263","KURDISTAN WORKERS PARTY (PKK)",0
"T263","KURDISTAN WORKER'S PARTY (PKK)",0
"T263","PARTIYA KARKERAN KURDISTAN (PKK)",0
"T263","PEOPLE' S LIBERATION ARMY OF KURDISTAN (ARGK)",0
"T263","PEOPLES CONGRESS OF KURDISTAN",0
"T263","PEOPLE'S CONGRESS OF KURDISTAN",0
"T263","PEOPLES DEFENSE FORCE",0
"T263","PEOPLE'S DEFENSE FORCE",0
"T263","PEOPLES LIBERATION ARMY OF KURDISTAN",0
"T263","PEOPLE'S LIBERATION ARMY OF KURDISTAN",0
"T263","PEOPLES LIBERATION ARMY OF KURDISTAN (ARGK)",0
"T263","PEOPLE'S LIBERATION ARMY OF KURDISTAN (ARGK)",0
"T263","PKK/KONGRA-GEL",0
"T263","THE PEOPLES CONGRESS OF KURDISTAN",0
"T263","THE PEOPLE'S CONGRESS OF KURDISTAN",0
"T264","LASHKAR-E-JABBAR (LEJ)",1
"T264","ARMY OF THE OMNIPOTENT ALMIGHTY",0
"T264","LASHKAR E JABBAR",0
"T264","LASHKAR E JABBAR (LEJ)",0
"T264","LASHKAR I JABBAR",0
"T264","LASHKAR-E-JABBAR",0
"T264","LASHKAR-I-JABBAR",0
"T264","THE ARMY OF THE OMNIPOTENT ALMIGHTY",0
"T265","LASHKAR-E-JHANGVI",1
"T265","ARMY OF JHANGVI",0
"T265","LASHKAR E JHANGVI (LEJ)",0
"T265","LASHKAR E-JHANGVI (LEJ)",0
"T265","LASHKAR I JHANGVI",0
"T265","LASHKAR I-JHANGVI",0
"T265","LASHKAR-E-JHANGVI (LEJ)",0
"T265","LASHKAR-I-JHANGVI",0
"T266","LASHKAR-E-TAIBA (LET)",1
"T266","ARMY OF THE PURE",0
"T266","ARMY OF THE RIGHTEOUS",0
"T266","LASHKAR-E-TAIBA",0
"T266","LASHKAR-E-TAYYIBA (LT)",0
"T266","LASHKAR-E-TOIBA",0
"T266","LASHKAR-I-TOIBA (LIT)",0
"T267","LASHKAR-E-OMAR",1
"T267","LASHKAR-I-OMAR",0
